"geography_spec_id","source_coverage_threshold","predictor","fixed_effect","variable","domain","source","label","estimate","std.error","p.value","standardized_effect","n","n_states","population_1991","status","predictor_id"
"G2_population_interpolated",0.9,"emie_exposure","state","main_worker_share_1991","economic_structure","PCA91","Main-worker share",-0.114191104031459,0.0420500042004743,0.00684264557151448,-0.233236605627501,537,32,781143441.600941,"estimated","eventual_emie"
"G2_population_interpolated",0.9,"emie_exposure","state","marginal_worker_share_1991","economic_structure","PCA91","Marginal-worker share",-0.0812111123852891,0.0122186152612004,7.81124470994493e-11,-0.397122826227315,537,32,781143441.600941,"estimated","eventual_emie"
"G2_population_interpolated",0.9,"emie_exposure","state","cultivator_share_main_workers_1991","economic_structure","PCA91","Cultivator share of main workers",-0.768923274108888,0.144651802616419,1.59907070570661e-07,-0.562891273376226,537,32,781143441.600941,"estimated","eventual_emie"
"G2_population_interpolated",0.9,"emie_exposure","state","agricultural_labourer_share_main_workers_1991","economic_structure","PCA91","Agricultural-labourer share of main workers",-0.480616156594145,0.0910562329880519,1.94176282742958e-07,-0.473237746132342,537,32,781143441.600941,"estimated","eventual_emie"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","none","log_population_1991","demography","PCA91","Log population",0.0603698131268919,0.044100603002289,0.171601464239523,0.127977115014769,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","none","female_share_1991","demography","PCA91","Female population share",0.563150704372405,0.15071847835983,0.0002067088962246,0.498766949371335,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","none","child_share_0_6_1991","demography","PCA91","Population age 0-6 share",-0.854764561154173,0.331982573835308,0.010299561153594,-0.41298960300718,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","none","sc_share_1991","demography","PCA91","Scheduled Caste share",-0.320782118784483,0.820366407716445,0.695935918008985,-0.0591252350392815,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","none","st_share_1991","demography","PCA91","Scheduled Tribe share",-0.135201982301037,1.03905364401955,0.89652015004984,-0.0127513274036966,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","none","literacy_share_7plus_1991","human_capital","PCA91","Literacy share, age 7+",1.86410949366441,2.20356847897092,0.397958648493771,0.165096983939859,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","none","main_worker_share_1991","economic_structure","PCA91","Main-worker share",1.71356433364332,0.816888471274542,0.0364026669519422,0.37588058825062,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","none","marginal_worker_share_1991","economic_structure","PCA91","Marginal-worker share",-0.335459724055578,0.275727572338494,0.224279700600673,-0.176171162436648,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","none","cultivator_share_main_workers_1991","economic_structure","PCA91","Cultivator share of main workers",-4.57454677136249,1.60571620317855,0.00455578361916449,-0.35964549512962,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","none","agricultural_labourer_share_main_workers_1991","economic_structure","PCA91","Agricultural-labourer share of main workers",3.79077345369319,1.05204992791171,0.000343623007148493,0.400861073381834,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","state","log_population_1991","demography","PCA91","Log population",-0.110063464607039,0.047100819301672,0.0198423199896274,-0.233321985597874,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","state","female_share_1991","demography","PCA91","Female population share",0.553634045785051,0.296198164638223,0.0621839100120186,0.490338308982591,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","state","child_share_0_6_1991","demography","PCA91","Population age 0-6 share",0.128339885621304,0.1421904592864,0.367173949574855,0.0620089330109335,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","state","sc_share_1991","demography","PCA91","Scheduled Caste share",-0.951496390404105,0.691620231222196,0.169510171666895,-0.175375884213382,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","state","st_share_1991","demography","PCA91","Scheduled Tribe share",4.72190513134584,2.47178346150236,0.0566588309042066,0.445337836577891,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","state","literacy_share_7plus_1991","human_capital","PCA91","Literacy share, age 7+",0.0959731500410817,1.12939522475254,0.932313045783703,0.00849997152251114,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","state","main_worker_share_1991","economic_structure","PCA91","Main-worker share",0.820901610111569,0.456959377660776,0.073022745230863,0.180069679349923,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","state","marginal_worker_share_1991","economic_structure","PCA91","Marginal-worker share",0.757184064837477,0.473567789202537,0.110471129935454,0.397645342541403,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","state","cultivator_share_main_workers_1991","economic_structure","PCA91","Cultivator share of main workers",0.333475464933785,1.54898307587131,0.829630882995263,0.0262174494423128,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.9,"ling_distance_nonzero_mean_2001","state","agricultural_labourer_share_main_workers_1991","economic_structure","PCA91","Agricultural-labourer share of main workers",1.46738055194843,0.77719603040741,0.0595941318475327,0.155170376256751,537,32,781143441.600941,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"emie_exposure","none","log_population_1991","demography","PCA91","Log population",0.0028364757614034,0.00572925588433243,0.620742891935783,0.0560782645879292,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","none","female_share_1991","demography","PCA91","Female population share",0.0214401597921311,0.0170666698050834,0.209571342199156,0.176876771777269,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","none","child_share_0_6_1991","demography","PCA91","Population age 0-6 share",-0.131951824103052,0.0222071313306559,5.08701490122423e-09,-0.593959916578825,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","none","sc_share_1991","demography","PCA91","Scheduled Caste share",-0.0826005461167765,0.0708828926594323,0.244413779947927,-0.141932953047715,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","none","st_share_1991","demography","PCA91","Scheduled Tribe share",-0.0861254615033046,0.11516503410449,0.454883558211361,-0.0759306689206166,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","none","literacy_share_7plus_1991","human_capital","PCA91","Literacy share, age 7+",0.686808921572291,0.172534804797431,7.82206850664594e-05,0.566455536158236,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","none","main_worker_share_1991","economic_structure","PCA91","Main-worker share",0.0656317196877707,0.068810814572731,0.340616693455237,0.134122193495137,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","none","marginal_worker_share_1991","economic_structure","PCA91","Marginal-worker share",-0.0541313946904965,0.0202535702191313,0.00775476341317,-0.264831727228579,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","none","cultivator_share_main_workers_1991","economic_structure","PCA91","Cultivator share of main workers",-0.738205456812712,0.140241284372972,2.0474755029757e-07,-0.541395703155829,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","none","agricultural_labourer_share_main_workers_1991","economic_structure","PCA91","Agricultural-labourer share of main workers",-0.113194656010109,0.120880713087156,0.349482238698905,-0.111563587781265,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","state","log_population_1991","demography","PCA91","Log population",0.017064912090007,0.00403574881391106,2.79580327702156e-05,0.337380163220463,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","state","female_share_1991","demography","PCA91","Female population share",-0.038539243803592,0.00968420049686473,7.91890680859613e-05,-0.317940588913815,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","state","child_share_0_6_1991","demography","PCA91","Population age 0-6 share",-0.0902062037280445,0.0188272645683243,2.18458245692371e-06,-0.406048719715748,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","state","sc_share_1991","demography","PCA91","Scheduled Caste share",-0.0657716174686602,0.0405333669010602,0.105290004920703,-0.113015716395556,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","state","st_share_1991","demography","PCA91","Scheduled Tribe share",-0.102021080968051,0.0616747922847165,0.0987152150161319,-0.0899447014471006,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","state","literacy_share_7plus_1991","human_capital","PCA91","Literacy share, age 7+",0.616278384938683,0.0804692135582559,9.71533183337208e-14,0.50828446165784,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","state","main_worker_share_1991","economic_structure","PCA91","Main-worker share",-0.114459834063275,0.0420367962567983,0.00669697786993167,-0.233905253202078,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","state","marginal_worker_share_1991","economic_structure","PCA91","Marginal-worker share",-0.0812721303854643,0.0122347408124944,8.01174632855555e-11,-0.397614707483374,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","state","cultivator_share_main_workers_1991","economic_structure","PCA91","Cultivator share of main workers",-0.77012312154324,0.144932957218331,1.6173306643383e-07,-0.564803937788075,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"emie_exposure","state","agricultural_labourer_share_main_workers_1991","economic_structure","PCA91","Agricultural-labourer share of main workers",-0.480212834805903,0.0911784835795178,2.06215768192888e-07,-0.473293251094594,536,32,779934459.444497,"estimated","eventual_emie"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","none","log_population_1991","demography","PCA91","Log population",0.0603775644841629,0.0438347317935214,0.168968431572995,0.128043416131991,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","none","female_share_1991","demography","PCA91","Female population share",0.563745588893525,0.151042472019829,0.000210036248295517,0.498875430340413,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","none","child_share_0_6_1991","demography","PCA91","Population age 0-6 share",-0.859076514431976,0.332223741630079,0.00997797551135037,-0.414800965870583,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","none","sc_share_1991","demography","PCA91","Scheduled Caste share",-0.311476259006331,0.82152563539276,0.704731876518933,-0.0574105150811381,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","none","st_share_1991","demography","PCA91","Scheduled Tribe share",-0.168394485748238,1.03230152604287,0.870481501959059,-0.0159250096087749,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","none","literacy_share_7plus_1991","human_capital","PCA91","Literacy share, age 7+",1.87847220376644,2.20823715992616,0.395336198066897,0.166188452598295,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","none","main_worker_share_1991","economic_structure","PCA91","Main-worker share",1.71028473240452,0.818956942508363,0.0372376039457043,0.374905192712543,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","none","marginal_worker_share_1991","economic_structure","PCA91","Marginal-worker share",-0.339328574991687,0.275843639785781,0.219183233835748,-0.178076824566005,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","none","cultivator_share_main_workers_1991","economic_structure","PCA91","Cultivator share of main workers",-4.61326474541393,1.60304739804474,0.0041647745437134,-0.362921005376937,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","none","agricultural_labourer_share_main_workers_1991","economic_structure","PCA91","Agricultural-labourer share of main workers",3.81313615973024,1.05131971013418,0.000314237508645939,0.403129922421771,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","state","log_population_1991","demography","PCA91","Log population",-0.108383236922079,0.0468902332164196,0.0212126896677341,-0.229849614265015,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","state","female_share_1991","demography","PCA91","Female population share",0.558849001239904,0.296892699544614,0.0603686927879753,0.494542292625412,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","state","child_share_0_6_1991","demography","PCA91","Population age 0-6 share",0.119254557098557,0.142962297784894,0.404582357564532,0.057581489701948,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","state","sc_share_1991","demography","PCA91","Scheduled Caste share",-0.940531175759453,0.693207757001505,0.175459355883884,-0.173356323921693,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","state","st_share_1991","demography","PCA91","Scheduled Tribe share",4.56508041872776,2.40194112330097,0.0579285068854813,0.431718112443183,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","state","literacy_share_7plus_1991","human_capital","PCA91","Literacy share, age 7+",0.138100303838337,1.11506130989463,0.901483544436512,0.0122177351106023,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","state","main_worker_share_1991","economic_structure","PCA91","Main-worker share",0.793093899500845,0.446018645446016,0.0759810642934139,0.173851181383977,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","state","marginal_worker_share_1991","economic_structure","PCA91","Marginal-worker share",0.76107332518783,0.476769547178635,0.111047012263258,0.399404974999998,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","state","cultivator_share_main_workers_1991","economic_structure","PCA91","Cultivator share of main workers",0.210818920266818,1.48974488849545,0.887521003418869,0.0165849173455249,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.95,"ling_distance_nonzero_mean_2001","state","agricultural_labourer_share_main_workers_1991","economic_structure","PCA91","Agricultural-labourer share of main workers",1.50978262555906,0.765916444047397,0.049247507272481,0.15961626525249,536,32,779934459.444497,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"emie_exposure","none","log_population_1991","demography","PCA91","Log population",0.00286753717351342,0.00569771052591175,0.614982584927799,0.0570414003159692,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","none","female_share_1991","demography","PCA91","Female population share",0.0221783090975882,0.0171213498699717,0.195774217763731,0.183079582422273,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","none","child_share_0_6_1991","demography","PCA91","Population age 0-6 share",-0.130264062249773,0.0217119526321746,3.72093644745196e-09,-0.595151329230724,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","none","sc_share_1991","demography","PCA91","Scheduled Caste share",-0.0844470593037811,0.0712007348249045,0.236150512562632,-0.145221817986352,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","none","st_share_1991","demography","PCA91","Scheduled Tribe share",-0.0879453299588692,0.114081399639902,0.441118471856021,-0.078122859992201,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","none","literacy_share_7plus_1991","human_capital","PCA91","Literacy share, age 7+",0.689428137472378,0.174282158554526,8.69209099153066e-05,0.568224230568522,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","none","main_worker_share_1991","economic_structure","PCA91","Main-worker share",0.0619559320241435,0.0676734131559556,0.360348863150668,0.128389590773926,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","none","marginal_worker_share_1991","economic_structure","PCA91","Marginal-worker share",-0.0538220667333454,0.0203054419811338,0.00828063717747561,-0.262816822468001,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","none","cultivator_share_main_workers_1991","economic_structure","PCA91","Cultivator share of main workers",-0.739865181807967,0.140037630938302,1.87299053332896e-07,-0.543320493336474,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","none","agricultural_labourer_share_main_workers_1991","economic_structure","PCA91","Agricultural-labourer share of main workers",-0.110683493573334,0.119492723335548,0.354733651017353,-0.109858503637842,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","state","log_population_1991","demography","PCA91","Log population",0.0170182973352952,0.00410703348353558,4.03136453306505e-05,0.338530052884847,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","state","female_share_1991","demography","PCA91","Female population share",-0.036967411578284,0.00940254878132323,9.6630175189165e-05,-0.305162050235856,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","state","child_share_0_6_1991","demography","PCA91","Population age 0-6 share",-0.0880607244574952,0.0193930222551873,7.0737920904618e-06,-0.402332433894215,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","state","sc_share_1991","demography","PCA91","Scheduled Caste share",-0.0658090543298304,0.0427271243462612,0.124158221601222,-0.113170435874641,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","state","st_share_1991","demography","PCA91","Scheduled Tribe share",-0.0878821840005308,0.0578794236549007,0.129572226419963,-0.0780667667026011,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","state","literacy_share_7plus_1991","human_capital","PCA91","Literacy share, age 7+",0.608578734720256,0.0836271702956779,1.37716823967485e-12,0.501588438999035,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","state","main_worker_share_1991","economic_structure","PCA91","Main-worker share",-0.111179099030019,0.0429364464886488,0.00990302387294169,-0.230393419334171,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","state","marginal_worker_share_1991","economic_structure","PCA91","Marginal-worker share",-0.0803941684700224,0.0118773039049994,3.75377755148961e-11,-0.392570207437947,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","state","cultivator_share_main_workers_1991","economic_structure","PCA91","Cultivator share of main workers",-0.765107813874164,0.143251395927661,1.42231182919071e-07,-0.561857437153458,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"emie_exposure","state","agricultural_labourer_share_main_workers_1991","economic_structure","PCA91","Agricultural-labourer share of main workers",-0.471181018142811,0.092633509528097,5.21781512699634e-07,-0.46766902565673,519,32,761754414.948835,"estimated","eventual_emie"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","none","log_population_1991","demography","PCA91","Log population",0.0633082280151538,0.0439059281621971,0.149934316231447,0.134452298944115,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","none","female_share_1991","demography","PCA91","Female population share",0.571151319466705,0.152257173031063,0.000195877560416259,0.503372653786984,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","none","child_share_0_6_1991","demography","PCA91","Population age 0-6 share",-0.852447152326822,0.320191449302976,0.00800246773842127,-0.415812180861594,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","none","sc_share_1991","demography","PCA91","Scheduled Caste share",-0.313885533207449,0.829283765551798,0.705213109116992,-0.0576295981091555,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","none","st_share_1991","demography","PCA91","Scheduled Tribe share",-0.192481864443656,1.0139847243582,0.84951905941439,-0.0182550119128232,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","none","literacy_share_7plus_1991","human_capital","PCA91","Literacy share, age 7+",1.95057342568743,2.26392807130326,0.389313662907296,0.171640590850013,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","none","main_worker_share_1991","economic_structure","PCA91","Main-worker share",1.63288481198066,0.824408047594006,0.0481572342578718,0.36126793959458,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","none","marginal_worker_share_1991","economic_structure","PCA91","Marginal-worker share",-0.342525794106957,0.278749109963796,0.219707318244267,-0.178571860881159,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","none","cultivator_share_main_workers_1991","economic_structure","PCA91","Cultivator share of main workers",-4.60814880827122,1.62514537975423,0.00475418576015341,-0.361290834555738,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","none","agricultural_labourer_share_main_workers_1991","economic_structure","PCA91","Agricultural-labourer share of main workers",3.79812269465337,1.08633698753747,0.000512411842355893,0.402482278981516,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","state","log_population_1991","demography","PCA91","Log population",-0.101199127095038,0.0453310082922619,0.0260401644842546,-0.214923963529807,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","state","female_share_1991","demography","PCA91","Female population share",0.546692289325295,0.301890778474456,0.0707745341395351,0.481816182687813,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","state","child_share_0_6_1991","demography","PCA91","Population age 0-6 share",0.0984165490933824,0.149890811866611,0.511756458206774,0.0480062603290884,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","state","sc_share_1991","demography","PCA91","Scheduled Caste share",-0.883791357869705,0.695932304180482,0.204714161182307,-0.162264696451347,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","state","st_share_1991","demography","PCA91","Scheduled Tribe share",4.36508098474791,2.29531399964727,0.0577967308314344,0.41398500376817,519,32,761754414.948835,"estimated","census_2001_ld"
"G2_population_interpolated",0.99,"ling_distance_nonzero_mean_2001","state","literacy_share_7plus_1991","human_capital","PCA91","Literacy share, age 7+",0.262397766349768,1.09110822713411,0.810053849630085,0.0230896756107119,519,32,761754414.948835,"estimated","census_2001_ld"
